25,Williams,"Carl, Jonathan",3,0,51,0,0,0,0,0,0
1,Williams,"Davis, Michael",5,5,425,0,0,0,0,0,0
30,Williams,"Diffley, Ben",12,11,1074,0,0,0,0,0,0
11,Williams,"Gara Grady, Eamon",2,2,166,0,0,0,0,0,0
15,Williams,"Garcia Rios, Kevin",1,0,15,0,0,0,0,0,0
2,Williams,"Huleatt, Connor",5,0,98,0,0,0,0,0,0
27,Williams,"Keleman, Dylan",3,0,63,0,0,2,0,0,0
8,Williams,"Miller, Marshall",3,0,62,0,0,1,0,0,0
17,Williams,"Ockman, Caleb",2,0,69,0,0,0,0,0,0
21,Williams,"Peters, Jake",15,0,525,0,0,8,3,0,0
0,Williams,"Rader, Teddy",1,0,0,0,0,0,0,0,0
4,Williams,"Ranieri, Nick",3,1,129,0,0,4,2,0,0
15,Williams,"Garcia Rios, Kevin",7,4,238,0,0,2,0,1,0
20,Williams,"Usami, Rick",13,9,611,0,0,10,5,0,0
33,Williams,"Wang, David",6,0,113,0,0,0,0,0,0
23,Middlebury,"Saint-Louis, Jordan",19,19,1566,7,5,56,31,4,0
30,Middlebury,"Farrell, Shane",18,10,1147,4,0,24,9,3,0
8,Middlebury,"Barry, Brendan",19,17,943,3,1,18,9,2,0
26,Middlebury,"Payne, Tyler",15,0,326,1,2,8,5,0,0
17,Middlebury,"Pilson, Nathan",10,0,264,2,0,7,4,0,0
12,Middlebury,"Powers, Ben",17,14,848,2,0,7,4,1,0
9,Middlebury,"Reid, Brandon",18,17,1073,1,2,48,17,2,0
11,Middlebury,"Roberts, Jonah",16,1,408,2,0,12,6,0,0
10,Middlebury,"Sloan, Liam",19,19,1002,1,2,22,9,2,0
21,Middlebury,"Juarez, Andrew",16,0,551,1,1,13,7,0,0
16,Middlebury,"Pape, Aiden",16,14,1128,1,1,11,4,2,0
6,Middlebury,"Chae, Eujin",18,10,981,0,2,2,1,2,0
3,Middlebury,"Coomber, Ethan",2,0,78,1,0,3,3,0,0
22,Middlebury,"Sakouvogui, Charles",3,0,41,1,0,2,2,0,0
19,Middlebury,"Lund, Casey",15,6,833,0,1,9,6,3,0
15,Middlebury,"McFarlane, Michael",19,19,1683,0,1,8,3,6,0
25,Middlebury,"Nelson, Hank",19,19,1666,0,1,4,4,0,0
5,Middlebury,"Barsamian, Raffi",15,2,480,0,0,7,2,1,1
24,Middlebury,"Charles, Jacob",1,0,11,0,0,0,0,0,0
33,Middlebury,"Grady, Ryan",19,19,1774,0,0,0,0,1,0
2,Middlebury,"Hannam, Noah",16,2,747,0,0,7,3,3,0
1,Middlebury,"Kaper, Marco",1,0,15,0,0,0,0,0,0
14,Middlebury,"Nilsson, Kyle",3,0,28,0,0,1,0,0,0
32,Middlebury,"O'Brien, William",19,19,1728,0,0,1,0,1,0
7,Middlebury,"Proctor, Andriy",13,1,398,0,0,6,1,0,0
13,Middlebury,"Taylor, Ben",1,0,17,0,0,0,0,0,0
4,Middlebury,"Ulku-Steiner, Kenan",1,1,45,0,0,0,0,0,0
20,Middlebury,"Walsh, Thomas",5,0,61,0,0,0,0,0,0
18,Middlebury,"Watkins, Ivan",2,0,6,0,0,0,0,0,0
